Adawaty Master Tools Database v1.0
Part 1 — PDF Tools (001–100)

Category: PDF


| #   | English               | Arabic                | Slug                  |
008	YouTube Chapter Generator	مولد Chapters	youtube-chapters
009	YouTube Title Generator	مولد العناوين	youtube-title-generator
010	YouTube Description Generator	مولد الوصف	youtube-description-generator
🎬 YouTube SEO
#	English	العربية	Slug
011	YouTube Tags Generator	مولد Tags	youtube-tags
012	YouTube Hashtag Generator	مولد Hashtags	youtube-hashtags
013	YouTube Keyword Generator	مولد الكلمات المفتاحية	youtube-keywords
014	YouTube Transcript Extractor	استخراج Transcript	youtube-transcript
015	YouTube Timestamp Generator	مولد Timestamp	youtube-timestamp
016	YouTube Shorts Title Generator	عناوين Shorts	shorts-title
017	YouTube Shorts Description	وصف Shorts	shorts-description
018	YouTube Thumbnail Analyzer	تحليل Thumbnail	thumbnail-analyzer
019	YouTube SEO Score	تحليل SEO	youtube-seo-score
020	YouTube Video Summary	تلخيص الفيديو	youtube-summary
📸 Instagram
#	English	العربية	Slug
021	Instagram Caption Generator	مولد Caption	instagram-caption
022	Instagram Hashtag Generator	مولد Hashtags	instagram-hashtags
023	Instagram Bio Generator	مولد Bio	instagram-bio
024	Instagram Grid Maker	تقسيم الصور	instagram-grid
025	Instagram Reel Cover	غلاف Reels	reel-cover
026	Instagram Story Maker	Story Maker	instagram-story-maker
027	Instagram Post Resizer	تغيير المقاسات	instagram-resizer
028	Instagram Carousel Maker	Carousel	instagram-carousel
029	Instagram Quote Generator	اقتباسات	instagram-quotes
030	Instagram Preview	معاينة البروفايل	instagram-preview
🎵 TikTok
#	English	العربية	Slug
031	TikTok Caption Generator	مولد Caption	tiktok-caption
032	TikTok Hashtag Generator	مولد Hashtags	tiktok-hashtags
033	TikTok Bio Generator	مولد Bio	tiktok-bio
034	TikTok Video Resizer	تغيير المقاسات	tiktok-resizer
035	TikTok Cover Generator	غلاف الفيديو	tiktok-cover
036	TikTok Subtitle Generator	مولد الترجمة	tiktok-subtitles
037	TikTok Hook Generator	مولد Hooks	tiktok-hooks
038	TikTok Script Generator	مولد Script	tiktok-script
039	TikTok Trend Analyzer	تحليل Trends	tiktok-trends
040	TikTok SEO Score	تحليل SEO	tiktok-seo
👍 Facebook
#	English	العربية	Slug
041	Facebook Cover Maker	غلاف Facebook	facebook-cover
042	Facebook Post Generator	مولد منشورات	facebook-post
043	Facebook Caption Generator	مولد Caption	facebook-caption
044	Facebook Ad Copy Generator	كتابة الإعلانات	facebook-ad-copy
045	Facebook Event Cover	غلاف Event	facebook-event
046	Facebook Story Maker	Story Maker	facebook-story
047	Facebook Image Resizer	مقاسات الصور	facebook-resizer
048	Facebook Profile Picture Maker	صورة البروفايل	facebook-profile
049	Facebook Quote Maker	اقتباسات	facebook-quote
050	Facebook Preview	معاينة المنشور	facebook-preview
🐦 X (Twitter)
#	English	العربية	Slug
051	X Post Generator	مولد منشورات	x-post
052	Thread Generator	مولد Threads	thread-generator
053	Thread Formatter	تنسيق Thread	thread-formatter
054	X Bio Generator	مولد Bio	x-bio
055	X Header Maker	غلاف X	x-header
056	Tweet Screenshot Generator	لقطة Tweet	tweet-screenshot
057	Tweet Formatter	تنسيق التغريدة	tweet-formatter
058	Tweet Preview	معاينة التغريدة	tweet-preview
059	Tweet Character Counter	عداد الأحرف	tweet-counter
060	Hashtag Generator	مولد Hashtags	x-hashtag
💼 LinkedIn
#	English	العربية	Slug
061	LinkedIn Post Generator	مولد منشورات	linkedin-post
062	LinkedIn Headline Generator	Headline Generator	linkedin-headline
063	LinkedIn Summary Generator	Summary Generator	linkedin-summary
064	LinkedIn Banner Maker	Banner	linkedin-banner
065	LinkedIn Profile Picture	صورة البروفايل	linkedin-profile
066	LinkedIn Carousel Maker	Carousel	linkedin-carousel
067	LinkedIn Article Generator	كتابة المقالات	linkedin-article
068	LinkedIn Poll Generator	استبيانات	linkedin-poll
069	LinkedIn About Generator	قسم About	linkedin-about
070	LinkedIn Preview	معاينة البروفايل	linkedin-preview
🎨 Universal
#	English	العربية	Slug
071	Hashtag Generator	مولد Hashtags	hashtag-generator
072	Emoji Generator	مولد Emoji	emoji-generator
073	Emoji Finder	البحث عن Emoji	emoji-finder
074	Caption Generator	مولد Caption	caption-generator
075	Bio Generator	مولد Bio	bio-generator
076	Username Generator	مولد Usernames	username-generator
077	Display Name Generator	مولد أسماء العرض	display-name
078	Quote Generator	مولد الاقتباسات	quote-generator
079	Social Media Calendar	تقويم المحتوى	content-calendar
080	Content Planner	مخطط المحتوى	content-planner
🤖 AI Content
#	English	العربية	Slug
081	Hook Generator	مولد Hooks	hook-generator
082	CTA Generator	مولد CTA	cta-generator
083	Viral Title Generator	عناوين Viral	viral-title
084	Video Script Generator	مولد Script	video-script
085	Content Idea Generator	أفكار محتوى	content-ideas
086	Content Repurposer	إعادة استخدام المحتوى	repurpose-content
087	Post Rewriter	إعادة كتابة المنشورات	rewrite-post
088	Comment Generator	مولد التعليقات	comment-generator
089	Reply Generator	مولد الردود	reply-generator
090	AI Content Toolkit	مجموعة أدوات AI	content-toolkit
🛠 Utilities
#	English	العربية	Slug
091	QR Code for Social	QR للسوشيال	social-qr
092	Link in Bio Builder	صفحة Link in Bio	link-in-bio
093	Social Media Icons Generator	أيقونات التواصل	social-icons
094	Profile Picture Cropper	قص صورة البروفايل	profile-cropper
095	Watermark Social Images	علامة مائية	social-watermark
096	Social Image Optimizer	تحسين الصور	social-image-opt
097	Social Preview Generator	معاينة المشاركة	social-preview-generator
098	Multi Platform Resizer	مقاسات جميع المنصات	multi-resizer
099	Social Toolkit	مجموعة أدوات التواصل	social-toolkit
100	Creator Workspace	بيئة عمل صناع المحتوى	creator-workspace
💡 قسم إضافي أنصح به بقوة (غير موجود تقريبًا عند المنافسين)
🎥 Creator Studio

يجمع أدوات خاصة بمنشئي المحتوى:

YouTube
Thumbnail A/B Tester
CTR Estimator
Thumbnail Heatmap
Retention Curve Analyzer
Video Hook Analyzer
Intro Analyzer
TikTok
Viral Score
Hook Score
Caption Score
Trend Score
Instagram
Reel Cover Optimizer
Story Safe Zone Checker
Carousel Splitter
Grid Preview AI
Universal
Best Posting Time Calculator
Engagement Rate Calculator
CPM Calculator
RPM Calculator
Influencer Rate Calculator
Sponsorship Calculator
Affiliate Revenue Calculator
🔥 ملاحظة

بعد مراجعة المنافسين، أرى أن Adawaty لا ينبغي أن يكون مجرد موقع "أدوات"، بل منصة إنتاج محتوى متكاملة.

لو أضفت الأقسام التالية معًا:

AI Writing
AI Images
AI Video
AI Audio
Social Media
SEO

فأنت تستهدف شريحة ضخمة من:

صناع المحتوى.
المسوقين.
أصحاب المواقع.
اليوتيوبرز.
أصحاب المتاجر.
المستقلين.

وهذه الفئة عادةً تحقق أعلى عائد إعلاني (RPM) مقارنة بالزوار العاديين.


قسم Office & Spreadsheet Tools، وده من أعلى الأقسام طلبًا لأن ملايين المستخدمين بيبحثوا يوميًا عن أدوات Excel وCSV وWord، بينما معظم المواقع بتركز على PDF فقط.

المنافسون:

Spreadsheet Planet
ExtendOffice
ExcelJet
FormulaDog
CSVLint
Aspose
TinyWow
ConvertCSV
TableConvert
Adawaty Master Tools Database v1.0
Part 17 — Office & Spreadsheet Tools (001–100)

Category: Office / Spreadsheet

📊 Excel Conversion
#	English	العربية	Slug
001	Excel to CSV	Excel إلى CSV	excel-to-csv
002	CSV to Excel	CSV إلى Excel	csv-to-excel
003	Excel to JSON	Excel إلى JSON	excel-to-json
004	JSON to Excel	JSON إلى Excel	json-to-excel
005	Excel to XML	Excel إلى XML	excel-to-xml
006	XML to Excel	XML إلى Excel	xml-to-excel
007	Excel to SQL	Excel إلى SQL	excel-to-sql
008	SQL to Excel	SQL إلى Excel	sql-to-excel
009	Excel to HTML	Excel إلى HTML	excel-to-html
010	HTML Table to Excel	HTML إلى Excel	html-to-excel
📄 CSV Tools
#	English	العربية	Slug
011	CSV Viewer	عارض CSV	csv-viewer
012	CSV Editor	محرر CSV	csv-editor
013	CSV Formatter	تنسيق CSV	csv-formatter
014	CSV Validator	التحقق من CSV	csv-validator
015	CSV Cleaner	تنظيف CSV	csv-cleaner
016	CSV Sorter	ترتيب CSV	csv-sorter
017	CSV Filter	فلترة CSV	csv-filter
018	CSV Splitter	تقسيم CSV	csv-splitter
019	CSV Merger	دمج CSV	csv-merger
020	CSV Diff	مقارنة CSV	csv-diff
📈 Excel Utilities
#	English	العربية	Slug
021	Duplicate Finder	كشف التكرارات	excel-duplicates
022	Remove Duplicates	حذف التكرارات	remove-duplicates
023	Merge Cells	دمج الخلايا	merge-cells
024	Split Cells	تقسيم الخلايا	split-cells
025	Transpose Table	تبديل الصفوف والأعمدة	transpose-table
026	Pivot Table Builder	إنشاء Pivot Table	pivot-builder
027	Excel Formula Builder	مولد المعادلات	formula-builder
028	Formula Checker	فحص المعادلات	formula-checker
029	Conditional Formatting Generator	تنسيق شرطي	conditional-formatting
030	Excel Template Generator	إنشاء قوالب Excel	excel-template
📋 Tables
#	English	العربية	Slug
031	Table Generator	مولد الجداول	table-generator
032	HTML Table Generator	مولد HTML Table	html-table
033	Markdown Table Generator	مولد Markdown Table	markdown-table
034	LaTeX Table Generator	مولد LaTeX Table	latex-table
035	ASCII Table Generator	مولد ASCII Table	ascii-table
036	Responsive Table Generator	جداول Responsive	responsive-table
037	Table Formatter	تنسيق الجداول	table-formatter
038	Table Sorter	ترتيب الجداول	table-sorter
039	Table Filter	فلترة الجداول	table-filter
040	Table Compare	مقارنة الجداول	table-compare
📑 Word Utilities
#	English	العربية	Slug
041	DOCX Viewer	عارض DOCX	docx-viewer
042	DOCX to HTML	DOCX إلى HTML	docx-to-html
043	HTML to DOCX	HTML إلى DOCX	html-to-docx
044	DOCX Metadata Viewer	عرض Metadata	docx-metadata
045	Word Count Analyzer	تحليل الكلمات	word-analyzer
046	Track Changes Cleaner	إزالة Track Changes	track-changes
047	Header Footer Remover	حذف Header/Footer	header-footer
048	Document Compare	مقارنة المستندات	document-compare
049	Document Merger	دمج المستندات	document-merger
050	Document Splitter	تقسيم المستندات	document-splitter
📊 Charts
#	English	العربية	Slug
051	Pie Chart Generator	مولد Pie Chart	pie-chart
052	Bar Chart Generator	مولد Bar Chart	bar-chart
053	Line Chart Generator	مولد Line Chart	line-chart
054	Area Chart Generator	مولد Area Chart	area-chart
055	Scatter Plot Generator	مولد Scatter Plot	scatter-plot
056	Histogram Generator	مولد Histogram	histogram-chart
057	Bubble Chart Generator	مولد Bubble Chart	bubble-chart
058	Radar Chart Generator	مولد Radar Chart	radar-chart
059	Heatmap Generator	مولد Heatmap	heatmap-chart
060	Chart Exporter	تصدير الرسوم البيانية	chart-export
📈 Data Analysis
#	English	العربية	Slug
061	Missing Values Finder	كشف القيم المفقودة	missing-values
062	Outlier Detector	كشف القيم الشاذة	outlier-detector
063	Column Statistics	إحصائيات الأعمدة	column-statistics
064	Data Cleaner	تنظيف البيانات	data-cleaner
065	Null Value Replacer	استبدال Null	null-replacer
066	Duplicate Row Finder	كشف الصفوف المكررة	duplicate-rows
067	Data Sampler	أخذ عينات	data-sampler
068	Random Row Generator	صفوف عشوائية	random-row
069	Data Profiler	تحليل البيانات	data-profiler
070	Dataset Summary	ملخص Dataset	dataset-summary
🧾 Reports
#	English	العربية	Slug
071	Invoice Generator	مولد الفواتير	invoice-generator
072	Quotation Generator	مولد عروض الأسعار	quotation-generator
073	Receipt Generator	مولد الإيصالات	receipt-generator
074	Timesheet Generator	مولد Timesheet	timesheet
075	Attendance Sheet Generator	كشف الحضور	attendance-sheet
076	Inventory Sheet Generator	جرد المخزون	inventory-sheet
077	Expense Tracker	متابعة المصروفات	expense-tracker
078	Budget Planner	مخطط الميزانية	budget-planner
079	Project Tracker	متابعة المشاريع	project-tracker
